PO Number: 2518
Batch NO: 1563
SIM Type: ISIM
Circle: MU
SIM Quantity: 5000
SIM Subtype: RAW
Memory: 128K
SIM Size: 2FF+3FF+4FF
Card Type: SIM_DOM
SKU: 5656
Card Manufacturer: 386779
*************************************************
*          INPUT AND OUTPUT VARIABLES DESCRIPTION
*************************************************
IMPU	IMPI	IMSI	IMSII	ICCID	PIN1	PUK1	PIN2	PUK2	EncryptedKi	EncryptedOPC	TranskeyIndex	OPKeyIndex	MSN
SIP:405874052496220@ims.mnc874.mcc405.3gppnetwork.org	405874052496220@ims.mnc874.mcc405.3gppnetwork.org	405874052496220	405874052496220	89918740100000920299	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496221@ims.mnc874.mcc405.3gppnetwork.org	405874052496221@ims.mnc874.mcc405.3gppnetwork.org	405874052496221	405874052496221	89918740100000920309	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496222@ims.mnc874.mcc405.3gppnetwork.org	405874052496222@ims.mnc874.mcc405.3gppnetwork.org	405874052496222	405874052496222	89918740100000920319	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496223@ims.mnc874.mcc405.3gppnetwork.org	405874052496223@ims.mnc874.mcc405.3gppnetwork.org	405874052496223	405874052496223	89918740100000920329	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496224@ims.mnc874.mcc405.3gppnetwork.org	405874052496224@ims.mnc874.mcc405.3gppnetwork.org	405874052496224	405874052496224	89918740100000920339	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496225@ims.mnc874.mcc405.3gppnetwork.org	405874052496225@ims.mnc874.mcc405.3gppnetwork.org	405874052496225	405874052496225	89918740100000920349	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496226@ims.mnc874.mcc405.3gppnetwork.org	405874052496226@ims.mnc874.mcc405.3gppnetwork.org	405874052496226	405874052496226	89918740100000920359	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496227@ims.mnc874.mcc405.3gppnetwork.org	405874052496227@ims.mnc874.mcc405.3gppnetwork.org	405874052496227	405874052496227	89918740100000920369	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496228@ims.mnc874.mcc405.3gppnetwork.org	405874052496228@ims.mnc874.mcc405.3gppnetwork.org	405874052496228	405874052496228	89918740100000920379	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496229@ims.mnc874.mcc405.3gppnetwork.org	405874052496229@ims.mnc874.mcc405.3gppnetwork.org	405874052496229	405874052496229	89918740100000920389	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496230@ims.mnc874.mcc405.3gppnetwork.org	405874052496230@ims.mnc874.mcc405.3gppnetwork.org	405874052496230	405874052496230	89918740100000920399	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496231@ims.mnc874.mcc405.3gppnetwork.org	405874052496231@ims.mnc874.mcc405.3gppnetwork.org	405874052496231	405874052496231	89918740100000920409	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496232@ims.mnc874.mcc405.3gppnetwork.org	405874052496232@ims.mnc874.mcc405.3gppnetwork.org	405874052496232	405874052496232	89918740100000920419	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496233@ims.mnc874.mcc405.3gppnetwork.org	405874052496233@ims.mnc874.mcc405.3gppnetwork.org	405874052496233	405874052496233	89918740100000920429	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496234@ims.mnc874.mcc405.3gppnetwork.org	405874052496234@ims.mnc874.mcc405.3gppnetwork.org	405874052496234	405874052496234	89918740100000920439	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496235@ims.mnc874.mcc405.3gppnetwork.org	405874052496235@ims.mnc874.mcc405.3gppnetwork.org	405874052496235	405874052496235	89918740100000920449	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496236@ims.mnc874.mcc405.3gppnetwork.org	405874052496236@ims.mnc874.mcc405.3gppnetwork.org	405874052496236	405874052496236	89918740100000920459	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496237@ims.mnc874.mcc405.3gppnetwork.org	405874052496237@ims.mnc874.mcc405.3gppnetwork.org	405874052496237	405874052496237	89918740100000920469	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496238@ims.mnc874.mcc405.3gppnetwork.org	405874052496238@ims.mnc874.mcc405.3gppnetwork.org	405874052496238	405874052496238	89918740100000920479	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496239@ims.mnc874.mcc405.3gppnetwork.org	405874052496239@ims.mnc874.mcc405.3gppnetwork.org	405874052496239	405874052496239	89918740100000920489	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496240@ims.mnc874.mcc405.3gppnetwork.org	405874052496240@ims.mnc874.mcc405.3gppnetwork.org	405874052496240	405874052496240	89918740100000920499	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496241@ims.mnc874.mcc405.3gppnetwork.org	405874052496241@ims.mnc874.mcc405.3gppnetwork.org	405874052496241	405874052496241	89918740100000920509	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496242@ims.mnc874.mcc405.3gppnetwork.org	405874052496242@ims.mnc874.mcc405.3gppnetwork.org	405874052496242	405874052496242	89918740100000920519	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496243@ims.mnc874.mcc405.3gppnetwork.org	405874052496243@ims.mnc874.mcc405.3gppnetwork.org	405874052496243	405874052496243	89918740100000920529	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496244@ims.mnc874.mcc405.3gppnetwork.org	405874052496244@ims.mnc874.mcc405.3gppnetwork.org	405874052496244	405874052496244	89918740100000920539	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496245@ims.mnc874.mcc405.3gppnetwork.org	405874052496245@ims.mnc874.mcc405.3gppnetwork.org	405874052496245	405874052496245	89918740100000920549	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496246@ims.mnc874.mcc405.3gppnetwork.org	405874052496246@ims.mnc874.mcc405.3gppnetwork.org	405874052496246	405874052496246	89918740100000920559	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496247@ims.mnc874.mcc405.3gppnetwork.org	405874052496247@ims.mnc874.mcc405.3gppnetwork.org	405874052496247	405874052496247	89918740100000920569	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496248@ims.mnc874.mcc405.3gppnetwork.org	405874052496248@ims.mnc874.mcc405.3gppnetwork.org	405874052496248	405874052496248	89918740100000920579	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496249@ims.mnc874.mcc405.3gppnetwork.org	405874052496249@ims.mnc874.mcc405.3gppnetwork.org	405874052496249	405874052496249	89918740100000920589	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496250@ims.mnc874.mcc405.3gppnetwork.org	405874052496250@ims.mnc874.mcc405.3gppnetwork.org	405874052496250	405874052496250	89918740100000920599	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496251@ims.mnc874.mcc405.3gppnetwork.org	405874052496251@ims.mnc874.mcc405.3gppnetwork.org	405874052496251	405874052496251	89918740100000920609	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496252@ims.mnc874.mcc405.3gppnetwork.org	405874052496252@ims.mnc874.mcc405.3gppnetwork.org	405874052496252	405874052496252	89918740100000920619	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496253@ims.mnc874.mcc405.3gppnetwork.org	405874052496253@ims.mnc874.mcc405.3gppnetwork.org	405874052496253	405874052496253	89918740100000920629	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496254@ims.mnc874.mcc405.3gppnetwork.org	405874052496254@ims.mnc874.mcc405.3gppnetwork.org	405874052496254	405874052496254	89918740100000920639	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496255@ims.mnc874.mcc405.3gppnetwork.org	405874052496255@ims.mnc874.mcc405.3gppnetwork.org	405874052496255	405874052496255	89918740100000920649	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496256@ims.mnc874.mcc405.3gppnetwork.org	405874052496256@ims.mnc874.mcc405.3gppnetwork.org	405874052496256	405874052496256	89918740100000920659	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496257@ims.mnc874.mcc405.3gppnetwork.org	405874052496257@ims.mnc874.mcc405.3gppnetwork.org	405874052496257	405874052496257	89918740100000920669	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496258@ims.mnc874.mcc405.3gppnetwork.org	405874052496258@ims.mnc874.mcc405.3gppnetwork.org	405874052496258	405874052496258	89918740100000920679	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496259@ims.mnc874.mcc405.3gppnetwork.org	405874052496259@ims.mnc874.mcc405.3gppnetwork.org	405874052496259	405874052496259	89918740100000920689	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496260@ims.mnc874.mcc405.3gppnetwork.org	405874052496260@ims.mnc874.mcc405.3gppnetwork.org	405874052496260	405874052496260	89918740100000920699	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496261@ims.mnc874.mcc405.3gppnetwork.org	405874052496261@ims.mnc874.mcc405.3gppnetwork.org	405874052496261	405874052496261	89918740100000920709	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496262@ims.mnc874.mcc405.3gppnetwork.org	405874052496262@ims.mnc874.mcc405.3gppnetwork.org	405874052496262	405874052496262	89918740100000920719	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496263@ims.mnc874.mcc405.3gppnetwork.org	405874052496263@ims.mnc874.mcc405.3gppnetwork.org	405874052496263	405874052496263	89918740100000920729	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496264@ims.mnc874.mcc405.3gppnetwork.org	405874052496264@ims.mnc874.mcc405.3gppnetwork.org	405874052496264	405874052496264	89918740100000920739	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496265@ims.mnc874.mcc405.3gppnetwork.org	405874052496265@ims.mnc874.mcc405.3gppnetwork.org	405874052496265	405874052496265	89918740100000920749	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496266@ims.mnc874.mcc405.3gppnetwork.org	405874052496266@ims.mnc874.mcc405.3gppnetwork.org	405874052496266	405874052496266	89918740100000920759	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496267@ims.mnc874.mcc405.3gppnetwork.org	405874052496267@ims.mnc874.mcc405.3gppnetwork.org	405874052496267	405874052496267	89918740100000920769	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496268@ims.mnc874.mcc405.3gppnetwork.org	405874052496268@ims.mnc874.mcc405.3gppnetwork.org	405874052496268	405874052496268	89918740100000920779	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496269@ims.mnc874.mcc405.3gppnetwork.org	405874052496269@ims.mnc874.mcc405.3gppnetwork.org	405874052496269	405874052496269	89918740100000920789	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496270@ims.mnc874.mcc405.3gppnetwork.org	405874052496270@ims.mnc874.mcc405.3gppnetwork.org	405874052496270	405874052496270	89918740100000920799	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496271@ims.mnc874.mcc405.3gppnetwork.org	405874052496271@ims.mnc874.mcc405.3gppnetwork.org	405874052496271	405874052496271	89918740100000920809	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496272@ims.mnc874.mcc405.3gppnetwork.org	405874052496272@ims.mnc874.mcc405.3gppnetwork.org	405874052496272	405874052496272	89918740100000920819	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496273@ims.mnc874.mcc405.3gppnetwork.org	405874052496273@ims.mnc874.mcc405.3gppnetwork.org	405874052496273	405874052496273	89918740100000920829	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496274@ims.mnc874.mcc405.3gppnetwork.org	405874052496274@ims.mnc874.mcc405.3gppnetwork.org	405874052496274	405874052496274	89918740100000920839	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496275@ims.mnc874.mcc405.3gppnetwork.org	405874052496275@ims.mnc874.mcc405.3gppnetwork.org	405874052496275	405874052496275	89918740100000920849	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496276@ims.mnc874.mcc405.3gppnetwork.org	405874052496276@ims.mnc874.mcc405.3gppnetwork.org	405874052496276	405874052496276	89918740100000920859	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496277@ims.mnc874.mcc405.3gppnetwork.org	405874052496277@ims.mnc874.mcc405.3gppnetwork.org	405874052496277	405874052496277	89918740100000920869	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496278@ims.mnc874.mcc405.3gppnetwork.org	405874052496278@ims.mnc874.mcc405.3gppnetwork.org	405874052496278	405874052496278	89918740100000920879	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496279@ims.mnc874.mcc405.3gppnetwork.org	405874052496279@ims.mnc874.mcc405.3gppnetwork.org	405874052496279	405874052496279	89918740100000920889	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496280@ims.mnc874.mcc405.3gppnetwork.org	405874052496280@ims.mnc874.mcc405.3gppnetwork.org	405874052496280	405874052496280	89918740100000920899	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496281@ims.mnc874.mcc405.3gppnetwork.org	405874052496281@ims.mnc874.mcc405.3gppnetwork.org	405874052496281	405874052496281	89918740100000920909	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496282@ims.mnc874.mcc405.3gppnetwork.org	405874052496282@ims.mnc874.mcc405.3gppnetwork.org	405874052496282	405874052496282	89918740100000920919	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496283@ims.mnc874.mcc405.3gppnetwork.org	405874052496283@ims.mnc874.mcc405.3gppnetwork.org	405874052496283	405874052496283	89918740100000920929	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496284@ims.mnc874.mcc405.3gppnetwork.org	405874052496284@ims.mnc874.mcc405.3gppnetwork.org	405874052496284	405874052496284	89918740100000920939	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496285@ims.mnc874.mcc405.3gppnetwork.org	405874052496285@ims.mnc874.mcc405.3gppnetwork.org	405874052496285	405874052496285	89918740100000920949	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496286@ims.mnc874.mcc405.3gppnetwork.org	405874052496286@ims.mnc874.mcc405.3gppnetwork.org	405874052496286	405874052496286	89918740100000920959	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496287@ims.mnc874.mcc405.3gppnetwork.org	405874052496287@ims.mnc874.mcc405.3gppnetwork.org	405874052496287	405874052496287	89918740100000920969	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496288@ims.mnc874.mcc405.3gppnetwork.org	405874052496288@ims.mnc874.mcc405.3gppnetwork.org	405874052496288	405874052496288	89918740100000920979	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496289@ims.mnc874.mcc405.3gppnetwork.org	405874052496289@ims.mnc874.mcc405.3gppnetwork.org	405874052496289	405874052496289	89918740100000920989	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496290@ims.mnc874.mcc405.3gppnetwork.org	405874052496290@ims.mnc874.mcc405.3gppnetwork.org	405874052496290	405874052496290	89918740100000920999	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496291@ims.mnc874.mcc405.3gppnetwork.org	405874052496291@ims.mnc874.mcc405.3gppnetwork.org	405874052496291	405874052496291	89918740100000921009	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496292@ims.mnc874.mcc405.3gppnetwork.org	405874052496292@ims.mnc874.mcc405.3gppnetwork.org	405874052496292	405874052496292	89918740100000921019	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496293@ims.mnc874.mcc405.3gppnetwork.org	405874052496293@ims.mnc874.mcc405.3gppnetwork.org	405874052496293	405874052496293	89918740100000921029	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496294@ims.mnc874.mcc405.3gppnetwork.org	405874052496294@ims.mnc874.mcc405.3gppnetwork.org	405874052496294	405874052496294	89918740100000921039	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496295@ims.mnc874.mcc405.3gppnetwork.org	405874052496295@ims.mnc874.mcc405.3gppnetwork.org	405874052496295	405874052496295	89918740100000921049	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496296@ims.mnc874.mcc405.3gppnetwork.org	405874052496296@ims.mnc874.mcc405.3gppnetwork.org	405874052496296	405874052496296	89918740100000921059	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496297@ims.mnc874.mcc405.3gppnetwork.org	405874052496297@ims.mnc874.mcc405.3gppnetwork.org	405874052496297	405874052496297	89918740100000921069	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496298@ims.mnc874.mcc405.3gppnetwork.org	405874052496298@ims.mnc874.mcc405.3gppnetwork.org	405874052496298	405874052496298	89918740100000921079	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496299@ims.mnc874.mcc405.3gppnetwork.org	405874052496299@ims.mnc874.mcc405.3gppnetwork.org	405874052496299	405874052496299	89918740100000921089	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496300@ims.mnc874.mcc405.3gppnetwork.org	405874052496300@ims.mnc874.mcc405.3gppnetwork.org	405874052496300	405874052496300	89918740100000921099	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496301@ims.mnc874.mcc405.3gppnetwork.org	405874052496301@ims.mnc874.mcc405.3gppnetwork.org	405874052496301	405874052496301	89918740100000921109	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496302@ims.mnc874.mcc405.3gppnetwork.org	405874052496302@ims.mnc874.mcc405.3gppnetwork.org	405874052496302	405874052496302	89918740100000921119	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496303@ims.mnc874.mcc405.3gppnetwork.org	405874052496303@ims.mnc874.mcc405.3gppnetwork.org	405874052496303	405874052496303	89918740100000921129	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496304@ims.mnc874.mcc405.3gppnetwork.org	405874052496304@ims.mnc874.mcc405.3gppnetwork.org	405874052496304	405874052496304	89918740100000921139	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496305@ims.mnc874.mcc405.3gppnetwork.org	405874052496305@ims.mnc874.mcc405.3gppnetwork.org	405874052496305	405874052496305	89918740100000921149	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496306@ims.mnc874.mcc405.3gppnetwork.org	405874052496306@ims.mnc874.mcc405.3gppnetwork.org	405874052496306	405874052496306	89918740100000921159	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496307@ims.mnc874.mcc405.3gppnetwork.org	405874052496307@ims.mnc874.mcc405.3gppnetwork.org	405874052496307	405874052496307	89918740100000921169	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496308@ims.mnc874.mcc405.3gppnetwork.org	405874052496308@ims.mnc874.mcc405.3gppnetwork.org	405874052496308	405874052496308	89918740100000921179	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496309@ims.mnc874.mcc405.3gppnetwork.org	405874052496309@ims.mnc874.mcc405.3gppnetwork.org	405874052496309	405874052496309	89918740100000921189	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496310@ims.mnc874.mcc405.3gppnetwork.org	405874052496310@ims.mnc874.mcc405.3gppnetwork.org	405874052496310	405874052496310	89918740100000921199	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496311@ims.mnc874.mcc405.3gppnetwork.org	405874052496311@ims.mnc874.mcc405.3gppnetwork.org	405874052496311	405874052496311	89918740100000921209	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496312@ims.mnc874.mcc405.3gppnetwork.org	405874052496312@ims.mnc874.mcc405.3gppnetwork.org	405874052496312	405874052496312	89918740100000921219	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496313@ims.mnc874.mcc405.3gppnetwork.org	405874052496313@ims.mnc874.mcc405.3gppnetwork.org	405874052496313	405874052496313	89918740100000921229	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
SIP:405874052496314@ims.mnc874.mcc405.3gppnetwork.org	405874052496314@ims.mnc874.mcc405.3gppnetwork.org	405874052496314	405874052496314	89918740100000921239	1234	12345678	1234	12345678	11112222333344445555666677778888	E3B4D1987C0E577A09FF75AEC158F999	997	96	SC9100000320747933
